id,advisor_id,additional_text_1,additional_text_2,additional_text_3,additional_text_4,additional_text_5,additional_text_6,created_at,updated_at
184,570,Nash Wealth Management Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 844292.,,,,,,1/19/2021 1:18,1/19/2021 23:33
185,573,Acer Consultancy Services Limited is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 750786.,,,,,,1/20/2021 1:31,1/20/2021 1:31
186,574,"Ashwood Law Wealth Management Ltd is an appointed representative of Quilter Financial Services Limited and Quilter Mortgage Planning Limited, and is entered in the Financial Conduct Authority (FCA) services register under reference number: 538265.",,,,,,1/20/2021 23:51,1/20/2021 23:51
187,575,KAL Capital Partners Ltd is an appointed representative of Vision Independent Financial Planning Ltd and is entered in the Financial Conduct Authority (FCA) services register under reference number: 765843.,,,,,,1/21/2021 3:13,1/21/2021 3:13
188,576,Mosaac Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:581080.,,,,,,1/21/2021 22:06,1/21/2021 22:06
190,578,Professional Capital Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number 417765.,,,,,,1/21/2021 23:21,1/21/2021 23:21
191,579,TPD Wealth Management Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 606559.,,,,,,1/22/2021 21:43,1/22/2021 21:43
192,580,MSBM Wealth Limited an appointed representative of Pi Financial Ltd and is entered in the Financial Conduct Authority (FCA) services register under reference number: 930195.,,,,,,1/22/2021 22:11,1/22/2021 22:11
193,581,Ingenious Financial Solutions Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 744391,,,,,,1/22/2021 22:24,1/22/2021 22:24
194,582,Christopher Crompton is an appointed representative of St. James’s Place Wealth Management PLC and is entered in the Financial Conduct Authority (FCA) services register under reference number: 708609.,,,,,,1/22/2021 22:56,1/22/2021 22:56
195,583,Futures Assured Limited is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:441384,,,,,,1/22/2021 23:07,1/22/2021 23:07
196,584,Inspire Wealth Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:461089.,,,,,,1/22/2021 23:26,1/22/2021 23:26
197,431,Quilter Financial Advisers Limited is an appointed representative of Quilter Financial Services Limited and Quilter Mortgage Planning Limited  and is entered in the Financial Conduct Authority (FCA) services register under reference number: 440703,,,,,,1/25/2021 22:24,1/25/2021 22:24
198,433,Athena Wealth Ltd is an appointed representative of The On-Line Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 792410.,,,,,,1/25/2021 22:31,1/25/2021 22:31
199,434,"Haworths Financial Services is an appointed representative of Quilter Financial Services Limited and Quilter Mortgage Planning Limited, and is entered in the Financial Conduct Authority (FCA) services register under reference number: 494163",,,,,,1/25/2021 22:42,1/25/2021 22:42
200,435,2plan wealth management Ltd  is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:461598,,,,,,1/25/2021 22:58,1/25/2021 22:58
201,436,Hamblys IFA Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 924929.,,,,,,1/25/2021 23:18,1/25/2021 23:18
202,500,Inspire Wealth Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:461089.,,,,,,1/25/2021 23:35,1/25/2021 23:35
203,495,Inspire Wealth Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:461089.,,,,,,1/25/2021 23:46,1/25/2021 23:46
204,571,Profusion Wealth Management Ltd is an appointed representative of Vision Independent Financial Planning Ltd and is entered in the Financial Conduct Authority (FCA) services register under reference number: 604708.,,,,,,1/26/2021 21:40,1/26/2021 21:40
205,439,Sandringham Financial Partners Ltd (‘Sandringham’) is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 581304,,,,,,1/26/2021 22:26,1/26/2021 22:26
206,442,LJ Financial Planning Limited  is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:429142.,,,,,,1/26/2021 22:54,1/26/2021 22:54
207,444,JDA Wealth Ltd is an appointed representative of Quilter Financial Services Limited and of Quilter Mortgage Planning Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 175318.,,,,,,1/26/2021 22:59,1/26/2021 22:59
208,445,Moss and Roberts (Wealth Management) Ltd  is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:590144.,,,,,,1/26/2021 23:02,1/26/2021 23:02
209,446,Fundworks Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 209002.,,,,,,1/26/2021 23:29,1/26/2021 23:29
210,585,Advanta Wealth Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:605977.,,,,,,1/26/2021 23:50,1/26/2021 23:50
211,586,Alpha Wealth Management Limited is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:747216.,,,,,,1/27/2021 22:58,1/27/2021 22:58
212,447,Apex CB Financial Planning Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number:507964.,,,,,,1/27/2021 23:23,1/27/2021 23:23
213,448,Eric Morton trading as Matthew Morton & Co is an appointed representative of The On-Line Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number:609531.,,,,,,1/27/2021 23:27,1/27/2021 23:27
214,449,Active Wealth Independent Financial Advisers Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 828799.,,,,,,1/27/2021 23:37,1/27/2021 23:37
215,452,JBM Mortgage Brokers Ltd is an appointed representative of The Right Mortgage Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 733348.,,,,,,1/28/2021 20:56,1/28/2021 20:56
216,453,DNA Wealth Ltd is an appointed representative of Lyncombe Consultants Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 823923.,,,,,,1/28/2021 21:03,1/28/2021 21:03
217,455,Fairstone Financial Management Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 188596.,,,,,,1/28/2021 21:17,1/28/2021 21:17
218,524,Bright Blue Wealth Limited is an appointed representative of Openwork Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 191195.,,,,,,1/29/2021 23:17,1/29/2021 23:17
219,587,Quilter Financial Advisers  is an appointed representative of Quilter Financial Services Limited. Quilter Financial Services Limited is  authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 440703.,,,,,,2/2/2021 23:31,2/2/2021 23:31
220,592,Access Financial Services is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 301173.,,,,,,2/10/2021 21:45,2/10/2021 21:45
221,593,Executive Financial Planning is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 154863.,,,,,,2/10/2021 22:42,2/10/2021 22:42
222,594,Camargue Wealth Ltd  is an appointed representative of Quilter Financial Limited  and is entered in the Financial Conduct Authority (FCA) services register under reference number: 749215.,,,,,,2/10/2021 23:19,2/10/2021 23:19
223,595,FPM Advice Centre Ltd is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 783811.,,,,,,2/10/2021 23:30,2/10/2021 23:30
225,597,Equity Release Brokers Ltd is an appointed representative of Central Mortgages (Essex) Ltd and is entered in the Financial Conduct Authority (FCA) services register under reference number: 844014.,,,,,,2/11/2021 22:56,2/11/2021 22:56
226,591,Chester Financial Wealth  Management Limited is an appointed representative of L J Financial Planning Ltd nd is entered in the Financial Conduct Authority (FCA) services register under reference number:568560,,,,,,2/11/2021 23:55,2/11/2021 23:55
228,598,Edginton Stanley Wealth Management Ltd is an appointed representative of St. James's Place Wealth Management plc and is entered in the Financial Conduct Authority (FCA) services register under reference number: 839515.,,,,,,2/16/2021 23:13,2/16/2021 23:13
229,600,Advice For Later Life Ltd is a trading name of TRM Financial Ltd. TRM Financial Ltd is an appointed representative of The Right Mortgage Ltd and is entered in the Financial Conduct Authority (FCA) services register under reference number: 725622.,,,,,,2/23/2021 22:07,2/23/2021 22:07
230,601,Advice For Later Life Ltd is a trading name of TRM Financial Ltd. TRM Financial Ltd is an appointed representative of The Right Mortgage Ltd and is entered in the Financial Conduct Authority (FCA) services register under reference number: 725622.,,,,,,2/23/2021 22:14,2/23/2021 22:14
231,602,True Potential Wealth Management LLP is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 529810.,,,,,,2/25/2021 23:18,2/25/2021 23:18
232,603,Coastway Financial LLP is an appointed representative of HL Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 784761.,,,,,,2/25/2021 23:29,2/25/2021 23:29
233,605,Equity Release Associates Limited is an appointed representative of Age Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 917442.,,,,,,3/6/2021 2:16,3/6/2021 2:16
234,604,Equity Release Guru is a trading style of Responsible Life Limited. Responsible Life Limited is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 610205.,,,,,,3/6/2021 2:36,3/6/2021 2:36
235,606,Tenet & You Limited is an appointed representative of TenetConnect Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 455280.,,,,,,3/8/2021 21:29,3/8/2021 21:29
236,607,Revolution Financial Services Limited is an appointed representative of Sense Network Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 494121.,,,,,,3/8/2021 22:12,3/8/2021 22:12
237,608,Lifetime Mortgage Market is a trading style of Robert Ducker. Robert Ducker is an appointed representative of The Right Mortgage Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 940228.,,,,,,3/8/2021 23:31,3/8/2021 23:31
238,610,Essex Lending Solutions Limited  is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 599291.,,,,,,3/11/2021 23:06,3/11/2021 23:06
239,611,Paul Leonard Financial Associates is a trading style of TRM Financial Limited. TRM Financial Limited an appointed Representative of the Right Mortgage Network Limited and is entered in the Financial Conduct Authority services register under reference number: 725622.,,,,,,3/12/2021 0:08,3/12/2021 0:08
241,617,"Equity Release Associates Limited, is an appointed representative of Age Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 917442.",,,,,,3/23/2021 2:15,3/23/2021 2:15
243,615,"Henden Financial & Henden Financial Elite are trading styles of Easy Street Financial Services Limited.
Easy Street Financial Services Limited  is an appointed representative of HL Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 484514.",,,,,,3/23/2021 2:30,3/23/2021 2:30
245,613,Equity Release Midlands is a trading style of TRM Financial Limited. TRM Financial Limited is an appointed representative of The Right Mortgage Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 725622.,Data Protection Licence number: ZA074200,,,,,3/23/2021 2:42,3/24/2021 2:08
247,612,McGrath Wealth Management Limited is an appointed representative of St James Place Wealth Management and is entered in the Financial Conduct Authority (FCA) services register under reference number: 675278.,,,,,,3/23/2021 23:47,3/23/2021 23:47
249,619,"The Equity Release Advice Company Limited is a trading style of TRM Financial Limited. TRM Financial Limited is an Appointed Representative of The Right Mortgage Ltd,and is entered in the Financial Conduct Authority (FCA) services register under reference number: 725622.",,,,,,4/6/2021 21:15,4/6/2021 21:15
251,621,GFP UK is a trading style of Goodale Financial Partners Limited. Goodale Financial Partners Limited is an appointed representative of Quilter Financial Services Limited and Quilter Mortgage Planning Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 815708.,,,,,,4/6/2021 21:37,4/6/2021 21:37
253,629,Independent Financial Solutions is authorised and regulated by the Financial Conduct Authority (FCA) and is entered in the Financial Conduct Authority services register under reference number: 300469.,,,,,,5/6/2021 18:34,5/6/2021 18:34
255,625,MGC Mortgage Solutions is a trading name of Martin Collins. Martin Collins is an appointed representative of HL Partnership Limited and is entered in the Financial Conduct Authority (FCA) services register under reference number: 937385.,,,,,,5/6/2021 19:17,5/6/2021 19:17
257,627,Beck Financial Planning Limited is an appointed representative of St James's Place Wealth Management PLC and is entered in the Financial Conduct Authority (FCA) services register under reference number: 821865.,,,,,,5/6/2021 19:25,5/6/2021 19:25
